run.thisRepN,run.thisTrialN,run.thisN,run.thisIndex,QA_block.thisRepN,QA_block.thisTrialN,QA_block.thisN,QA_block.thisIndex,QA_trial.thisRepN,QA_trial.thisTrialN,QA_trial.thisN,QA_trial.thisIndex,fade_in_text.text,fade_in_text.started,fade_in_text.stopped,RS_rec_text.text,RS_rec_text.started,RS_rec_text.stopped,Pause_cont.started,Pause_cont.stopped,QA_rec_text.text,QA_rec_text.started,QA_rec_text.stopped,QA_rec_beep_hint.started,QA_rec_beep_hint.stopped,QA_rec_question.sen_text,QA_rec_question.cen_text,QA_rec_question.started,QA_rec_question.stopped,QA_rec_beep_start.started,QA_rec_beep_start.stopped,QA_rec_beep_end.started,QA_rec_beep_end.stopped,QA_rec_break.started,QA_rec_break.stopped,filename,participant,session,First language,German level,Full_screen,Instruction,Intro,Artifact,Cali_pre,Fade_in_out,Artifact_within,Resting_State,QA,Pause,Cali_post,End,Breakpoint_Cali_pre_trial,Breakpoint_Run,Breakpoint_RS_block,Breakpoint_QA_block,Breakpoint_QA_trial,Breakpoint_Cali_post_trial,date,expName,psychopyVersion,frameRate,
3,0,3,0,0,0,0,0,0,0,0,0,Please remain seated until further instruction via the earphone.,78.29917883872986,None,"Please keep relaxed and open your eyes.
Note: Blinking is allowed.",264.6923508644104,444.70191383361816,448.06863594055176,None,Listen to the question and speak out your answer!,463.71956396102905,None,463.70020146369933,465.70291090011597,Jetzt liest er seiner Mutter eine Geschichte vor.,liest,465.0862723827362,467.85300493240356,468.2697805404663,None,480.28701343536375,481.28715205192566,481.6871688365936,482.687383890152,./data/Subject_04/Session_00/Exp_data/2020_Jul_04_1656/rec_QA_run_03_block_000_trial_000.wav,04,00,Norwegian,B1,True,False,False,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Jul_04_1656,nibs_stage_1,3.2.3,60.01645539372034,
3,0,3,0,0,0,0,0,1,0,1,0,,,,,,,,,Listen to the question and speak out your answer!,484.75393199920654,None,484.7528118610382,486.75409483909607,Sie hat schon eine ganze Reihe Bilder gemalt.,gemalt,486.1373874187469,None,489.22087755203245,490.2209429740906,501.3381923675537,502.33841705322266,502.738422870636,503.7382609844208,./data/Subject_04/Session_00/Exp_data/2020_Jul_04_1656/rec_QA_run_03_block_000_trial_001.wav,04,00,Norwegian,B1,True,False,False,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Jul_04_1656,nibs_stage_1,3.2.3,60.01645539372034,
3,0,3,0,0,0,0,0,2,0,2,0,,,,,,,,,Listen to the question and speak out your answer!,505.8048858642578,None,505.80387182235717,507.8049819469452,"Bitte zieh deinen Mantel an, es ist kalt draußen.",zieh,507.18833842277525,510.2718770503998,510.6886524200439,None,522.3890804290771,None,523.7892558574677,524.7892990112305,./data/Subject_04/Session_00/Exp_data/2020_Jul_04_1656/rec_QA_run_03_block_000_trial_002.wav,04,00,Norwegian,B1,True,False,False,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Jul_04_1656,nibs_stage_1,3.2.3,60.01645539372034,
3,0,3,0,0,0,0,0,3,0,3,0,,,,,,,,,Listen to the question and speak out your answer!,526.8395528793335,None,526.8215134620666,528.8229389190674,Wir essen Salat oft ungekocht.,essen,528.2063113689422,None,530.8564774036407,None,543.4070924758911,None,544.8071649074554,545.8072519302368,./data/Subject_04/Session_00/Exp_data/2020_Jul_04_1656/rec_QA_run_03_block_000_trial_003.wav,04,00,Norwegian,B1,True,False,False,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Jul_04_1656,nibs_stage_1,3.2.3,60.01645539372034,
3,0,3,0,0,0,0,0,4,0,4,0,,,,,,,,,Listen to the question and speak out your answer!,547.8738260269165,None,547.8729078292846,549.8740229606628,Im Weltraum kann man keinen Ton hören.,hören,549.2574244976043,551.657525062561,552.057600402832,None,564.458185338974,None,565.8582918643951,566.8583250045776,./data/Subject_04/Session_00/Exp_data/2020_Jul_04_1656/rec_QA_run_03_block_000_trial_004.wav,04,00,Norwegian,B1,True,False,False,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Jul_04_1656,nibs_stage_1,3.2.3,60.01645539372034,
3,0,3,0,0,0,0,0,5,0,5,0,,,,,,,,,Listen to the question and speak out your answer!,568.9257478713989,None,568.9071969509124,570.9085478782654,Ich hielt das Küken vorsichtig in beiden Händen.,hielt,570.2920204639435,573.2088129520416,573.6253024578094,None,585.4926413536072,586.4927129745483,586.892735004425,587.8928408622742,./data/Subject_04/Session_00/Exp_data/2020_Jul_04_1656/rec_QA_run_03_block_000_trial_005.wav,04,00,Norwegian,B1,True,False,False,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Jul_04_1656,nibs_stage_1,3.2.3,60.01645539372034,
3,0,3,0,0,0,0,0,6,0,6,0,,,,,,,,,Listen to the question and speak out your answer!,589.9599070549011,None,589.9585208415984,591.9595859050751,"Als das Spiel unentschieden endete, wurde es um zweimal 15 Minuten verlängert.",endete,591.342946434021,None,596.8099073410034,None,606.5437423229217,607.5438158512115,607.9438369274139,608.9438128471375,./data/Subject_04/Session_00/Exp_data/2020_Jul_04_1656/rec_QA_run_03_block_000_trial_006.wav,04,00,Norwegian,B1,True,False,False,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Jul_04_1656,nibs_stage_1,3.2.3,60.01645539372034,
3,0,3,0,0,0,0,0,7,0,7,0,,,,,,,,,Listen to the question and speak out your answer!,611.0105619430542,None,611.0094248771667,613.0105359554291,"Ich versuche, jede Woche ein Buch zu lesen.",lesen,612.3939293861389,None,615.760725402832,None,627.5949803829193,None,628.9948790073395,629.9950008392334,./data/Subject_04/Session_00/Exp_data/2020_Jul_04_1656/rec_QA_run_03_block_000_trial_007.wav,04,00,Norwegian,B1,True,False,False,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Jul_04_1656,nibs_stage_1,3.2.3,60.01645539372034,
3,0,3,0,0,0,0,0,8,0,8,0,,,,,,,,,Listen to the question and speak out your answer!,632.0617709159851,None,632.0438727855682,634.045236825943,"Ich habe eine verletzte Hand, kannst du bitte die Knöpfe meiner Jacke öffnen?",öffnen,633.4284094810486,None,638.0620914936065,639.0618889331818,648.6290894985199,649.629142999649,650.0291080474854,651.0291879177094,./data/Subject_04/Session_00/Exp_data/2020_Jul_04_1656/rec_QA_run_03_block_000_trial_008.wav,04,00,Norwegian,B1,True,False,False,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Jul_04_1656,nibs_stage_1,3.2.3,60.01645539372034,
3,0,3,0,0,0,0,0,9,0,9,0,,,,,,,,,Listen to the question and speak out your answer!,653.1127550601959,None,653.0951609134673,655.0961110591888,Sam glaubt an eine marxistische Weltanschauung.,glaubt,654.4960404872894,None,657.7964245319366,None,669.6967653274536,None,671.0969500541687,672.0970809459686,./data/Subject_04/Session_00/Exp_data/2020_Jul_04_1656/rec_QA_run_03_block_000_trial_009.wav,04,00,Norwegian,B1,True,False,False,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Jul_04_1656,nibs_stage_1,3.2.3,60.01645539372034,
