run.thisRepN,run.thisTrialN,run.thisN,run.thisIndex,QA_block.thisRepN,QA_block.thisTrialN,QA_block.thisN,QA_block.thisIndex,QA_trial.thisRepN,QA_trial.thisTrialN,QA_trial.thisN,QA_trial.thisIndex,post_trial.thisRepN,post_trial.thisTrialN,post_trial.thisN,post_trial.thisIndex,Cali_de_post_rec_text.text,Cali_de_post_rec_text.started,Cali_de_post_rec_text.stopped,Cali_de_post_rec_beep_hint.started,Cali_de_post_rec_beep_hint.stopped,Cali_de_post_rec_question_text.text,Cali_de_post_rec_question_text.started,Cali_de_post_rec_question_text.stopped,Cali_de_post_rec_beep_start.started,Cali_de_post_rec_beep_start.stopped,Cali_de_post_rec_beep_end.started,Cali_de_post_rec_beep_end.stopped,Cali_de_post_rec_break.started,Cali_de_post_rec_break.stopped,filename,the_end_text.started,the_end_text.stopped,the_end_text.text,participant,session,First language,German level,Full_screen,Instruction,Intro,Artifact,Cali_pre,Fade_in_out,Artifact_within,Resting_State,QA,Pause,Cali_post,End,Breakpoint_Cali_pre_trial,Breakpoint_Run,Breakpoint_RS_block,Breakpoint_QA_block,Breakpoint_QA_trial,Breakpoint_Cali_post_trial,date,expName,psychopyVersion,frameRate,
0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,07,03,English,B1,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Jul_26_1901,nibs_stage_1,3.2.3,60.03260475960788,
0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,07,03,English,B1,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Jul_26_1901,nibs_stage_1,3.2.3,60.03260475960788,
0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07,03,English,B1,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Jul_26_1901,nibs_stage_1,3.2.3,60.03260475960788,
1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,07,03,English,B1,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Jul_26_1901,nibs_stage_1,3.2.3,60.03260475960788,
1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,07,03,English,B1,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Jul_26_1901,nibs_stage_1,3.2.3,60.03260475960788,
1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07,03,English,B1,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Jul_26_1901,nibs_stage_1,3.2.3,60.03260475960788,
2,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,07,03,English,B1,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Jul_26_1901,nibs_stage_1,3.2.3,60.03260475960788,
2,0,2,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,07,03,English,B1,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Jul_26_1901,nibs_stage_1,3.2.3,60.03260475960788,
2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07,03,English,B1,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Jul_26_1901,nibs_stage_1,3.2.3,60.03260475960788,
3,0,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,07,03,English,B1,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Jul_26_1901,nibs_stage_1,3.2.3,60.03260475960788,
3,0,3,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,07,03,English,B1,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Jul_26_1901,nibs_stage_1,3.2.3,60.03260475960788,
3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07,03,English,B1,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Jul_26_1901,nibs_stage_1,3.2.3,60.03260475960788,
,,,,,,,,,,,,0,0,0,0,,62.351829051971436,None,62.34039649963378,64.35187602043152,Sonja nimmt ihren Tee mit Milch und Zucker.,63.73538684844971,81.33603692054749,65.13519983291626,66.1353509426117,77.91917161941528,78.91925597190857,79.31929588317871,81.31936883926392,./data/Subject_07/Session_03/Exp_data/2020_Jul_26_1901/rec_cali_de_post_trial_000.wav,,,,07,03,English,B1,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Jul_26_1901,nibs_stage_1,3.2.3,60.03260475960788,
,,,,,,,,,,,,1,0,1,0,,84.36945986747742,None,84.35314350128174,86.35295104980469,"Ich habe den schrecklichen Verdacht, dass Hans das Geld gestohlen hat.",85.7529399394989,103.35392785072327,87.15305666923523,None,99.9537537574768,None,101.35376596450806,103.35392785072327,./data/Subject_07/Session_03/Exp_data/2020_Jul_26_1901/rec_cali_de_post_trial_001.wav,,,,07,03,English,B1,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Jul_26_1901,nibs_stage_1,3.2.3,60.03260475960788,
,,,,,,,,,,,,2,0,2,0,,106.38833093643188,None,106.38761434555053,108.38737201690674,Das Jahr hat 52 Wochen.,107.77078104019165,125.37169098854065,109.17107372283935,None,121.9714916229248,None,123.37162590026855,125.37169098854065,./data/Subject_07/Session_03/Exp_data/2020_Jul_26_1901/rec_cali_de_post_trial_002.wav,,,,07,03,English,B1,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Jul_26_1901,nibs_stage_1,3.2.3,60.03260475960788,
,,,,,,,,,,,,3,0,3,0,,128.40556502342224,128.40556502342224,128.40548524856567,130.40534591674805,Halloween wurde schon von den Kelten gefeiert.,129.78860783576965,147.38950300216675,131.18866877555848,None,143.9726508140564,144.9728889465332,145.3726499080658,147.37282991409302,./data/Subject_07/Session_03/Exp_data/2020_Jul_26_1901/rec_cali_de_post_trial_003.wav,,,,07,03,English,B1,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Jul_26_1901,nibs_stage_1,3.2.3,60.03260475960788,
,,,,,,,,,,,,4,0,4,0,,150.42352485656738,150.42352485656738,150.42318830490115,152.423113822937,"Ich glaube, es geht um eine Puppe.",151.7897548675537,169.3907449245453,153.1899986743927,None,165.99051861763002,166.99054598808289,167.39056587219238,169.3907449245453,./data/Subject_07/Session_03/Exp_data/2020_Jul_26_1901/rec_cali_de_post_trial_004.wav,,,,07,03,English,B1,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Jul_26_1901,nibs_stage_1,3.2.3,60.03260475960788,
,,,,,,,,,,,,5,0,5,0,,172.4577260017395,172.4577260017395,172.44133815765383,174.4409098625183,Im Sommer sind die Tage länger als im Winter.,173.82420897483826,191.42512893676758,175.22426776885987,None,188.0250077724457,None,189.42513298988342,191.42512893676758,./data/Subject_07/Session_03/Exp_data/2020_Jul_26_1901/rec_cali_de_post_trial_005.wav,,,,07,03,English,B1,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Jul_26_1901,nibs_stage_1,3.2.3,60.03260475960788,
