run.thisRepN,run.thisTrialN,run.thisN,run.thisIndex,artifact_trial.thisRepN,artifact_trial.thisTrialN,artifact_trial.thisN,artifact_trial.thisIndex,fade_in_text.text,fade_in_text.started,fade_in_text.stopped,Artifact_intro_title.started,Artifact_intro_title.stopped,Artifact_intro_text.text,Artifact_intro_text.started,Artifact_intro_text.stopped,Artifact_intro_audio.started,Artifact_intro_audio.stopped,Artifact_intro_cont.started,Artifact_intro_cont.stopped,Artifact_rec_text.text,Artifact_rec_text.started,Artifact_rec_text.stopped,Artifact_rec_beep_hint.started,Artifact_rec_beep_hint.stopped,Artifact_rec_action.started,Artifact_rec_action.stopped,Artifact_rec_beep_start.started,Artifact_rec_beep_start.stopped,Artifact_rec_recording.started,Artifact_rec_recording.stopped,Artifact_rec_beep_end.started,Artifact_rec_beep_end.stopped,Artifact_rec_break.started,Artifact_rec_break.stopped,participant,session,First language,German level,Full_screen,Instruction,Intro,Artifact,Cali_pre,Fade_in_out,Artifact_within,Resting_State,QA,Pause,Cali_post,End,Breakpoint_Cali_pre_trial,Breakpoint_Run,Breakpoint_RS_block,Breakpoint_QA_block,Breakpoint_QA_trial,Breakpoint_Cali_post_trial,date,expName,psychopyVersion,frameRate,
2,0,2,0,0,0,0,0,Please remain seated until further instruction via the earphone.,93.08471083641052,None,95.11815881729126,None,"  - Task: Artifacts collection   
  - Please follow audio instruction              
",95.11815881729126,None,95.10018124580384,None,121.48632097244263,None,,123.5197319984436,None,123.50179138183594,125.50297093391418,124.90303268432618,None,128.30321469306946,None,129.7032307624817,139.70377492904663,140.10381474494935,None,141.50410103797913,142.50416803359985,07,01,English,B1,True,False,True,False,False,True,True,True,True,True,True,True,No,2,No,No,No,No,2020_Jul_19_1729,nibs_stage_1,3.2.3,59.981866596497454,
2,0,2,0,1,0,1,0,,,,,,,,,,,,,,145.53759384155273,None,145.51966824531556,147.52109098434448,146.90432062149048,None,150.30456581115723,None,151.7046226501465,161.70516800880432,162.10516562461854,None,163.5052399635315,164.50543189048767,07,01,English,B1,True,False,True,False,False,True,True,True,True,True,True,True,No,2,No,No,No,No,2020_Jul_19_1729,nibs_stage_1,3.2.3,59.981866596497454,
2,0,2,0,2,0,2,0,,,,,,,,,,,,,,167.53921699523926,None,167.53781428337098,169.5390830039978,168.92216863632203,None,172.32231273651124,None,173.72244873046876,183.7228639125824,184.12314071655274,None,185.5230529308319,186.52311396598816,07,01,English,B1,True,False,True,False,False,True,True,True,True,True,True,True,No,2,No,No,No,No,2020_Jul_19_1729,nibs_stage_1,3.2.3,59.981866596497454,
2,0,2,0,3,0,3,0,,,,,,,,,,,,,,189.5565938949585,189.5565938949585,189.5387803554535,191.53996300697327,190.93999161720276,None,194.3401617050171,None,195.74016466140748,205.7408308982849,206.14076771736146,207.14109182357788,207.54090404510498,208.5409128665924,07,01,English,B1,True,False,True,False,False,True,True,True,True,True,True,True,No,2,No,No,No,No,2020_Jul_19_1729,nibs_stage_1,3.2.3,59.981866596497454,
2,0,2,0,4,0,4,0,,,,,,,,,,,,,,211.55816197395325,None,211.55643644332886,213.55791187286377,212.94106664657593,None,216.3410846233368,None,217.74115982055665,227.74164700508118,228.1416696548462,None,229.54186081886292,230.54183197021484,07,01,English,B1,True,False,True,False,False,True,True,True,True,True,True,True,No,2,No,No,No,No,2020_Jul_19_1729,nibs_stage_1,3.2.3,59.981866596497454,
2,0,2,0,5,0,5,0,,,,,,,,,,,,,,233.57547903060913,233.57547903060913,233.55734028816224,235.55898594856262,234.95885577201844,None,238.35901775360108,None,239.7591938018799,249.75971603393555,250.15979161262513,None,251.55997896194458,252.55989599227905,07,01,English,B1,True,False,True,False,False,True,True,True,True,True,True,True,No,2,No,No,No,No,2020_Jul_19_1729,nibs_stage_1,3.2.3,59.981866596497454,
2,0,2,0,6,0,6,0,,,,,,,,,,,,,,255.57706689834595,None,255.5753923892975,257.5768139362335,256.9600516796112,None,260.3602046012878,None,261.7603627681732,271.76085901260376,272.1608528137207,None,273.5609428882599,274.56101298332214,07,01,English,B1,True,False,True,False,False,True,True,True,True,True,True,True,No,2,No,No,No,No,2020_Jul_19_1729,nibs_stage_1,3.2.3,59.981866596497454,
2,0,2,0,7,0,7,0,,,,,,,,,,,,,,277.5943329334259,277.5943329334259,277.57655730247495,279.5777838230133,278.9776636600494,281.97784185409546,282.377846622467,None,283.77791275978086,293.7784469127655,294.17845764160154,None,295.57861495018005,296.5787808895111,07,01,English,B1,True,False,True,False,False,True,True,True,True,True,True,True,No,2,No,No,No,No,2020_Jul_19_1729,nibs_stage_1,3.2.3,59.981866596497454,
