run.thisRepN,run.thisTrialN,run.thisN,run.thisIndex,QA_block.thisRepN,QA_block.thisTrialN,QA_block.thisN,QA_block.thisIndex,QA_trial.thisRepN,QA_trial.thisTrialN,QA_trial.thisN,QA_trial.thisIndex,post_trial.thisRepN,post_trial.thisTrialN,post_trial.thisN,post_trial.thisIndex,Cali_de_post_rec_text.text,Cali_de_post_rec_text.started,Cali_de_post_rec_text.stopped,Cali_de_post_rec_beep_hint.started,Cali_de_post_rec_beep_hint.stopped,Cali_de_post_rec_question_text.text,Cali_de_post_rec_question_text.started,Cali_de_post_rec_question_text.stopped,Cali_de_post_rec_beep_start.started,Cali_de_post_rec_beep_start.stopped,Cali_de_post_rec_beep_end.started,Cali_de_post_rec_beep_end.stopped,Cali_de_post_rec_break.started,Cali_de_post_rec_break.stopped,filename,the_end_text.started,the_end_text.stopped,the_end_text.text,participant,session,First language,German level,Full_screen,Instruction,Intro,Artifact,Cali_pre,Fade_in_out,Artifact_within,Resting_State,QA,Pause,Cali_post,End,Breakpoint_Cali_pre_trial,Breakpoint_Run,Breakpoint_RS_block,Breakpoint_QA_block,Breakpoint_QA_trial,Breakpoint_Cali_post_trial,date,expName,psychopyVersion,frameRate,
0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,08,03,English,A2,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Aug_07_1316,nibs_stage_1,3.2.3,60.03415143139727,
0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,08,03,English,A2,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Aug_07_1316,nibs_stage_1,3.2.3,60.03415143139727,
0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08,03,English,A2,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Aug_07_1316,nibs_stage_1,3.2.3,60.03415143139727,
1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,08,03,English,A2,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Aug_07_1316,nibs_stage_1,3.2.3,60.03415143139727,
1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,08,03,English,A2,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Aug_07_1316,nibs_stage_1,3.2.3,60.03415143139727,
1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08,03,English,A2,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Aug_07_1316,nibs_stage_1,3.2.3,60.03415143139727,
2,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,08,03,English,A2,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Aug_07_1316,nibs_stage_1,3.2.3,60.03415143139727,
2,0,2,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,08,03,English,A2,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Aug_07_1316,nibs_stage_1,3.2.3,60.03415143139727,
2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08,03,English,A2,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Aug_07_1316,nibs_stage_1,3.2.3,60.03415143139727,
3,0,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,08,03,English,A2,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Aug_07_1316,nibs_stage_1,3.2.3,60.03415143139727,
3,0,3,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,08,03,English,A2,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Aug_07_1316,nibs_stage_1,3.2.3,60.03415143139727,
3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08,03,English,A2,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Aug_07_1316,nibs_stage_1,3.2.3,60.03415143139727,
,,,,,,,,,,,,0,0,0,0,,65.56536507606506,None,65.5418392419815,67.54827094078064,Jetzt liest er seiner Mutter eine Geschichte vor.,66.93157601356506,84.53243398666382,68.33172619342804,None,81.13227212429047,None,82.53234100341797,84.53243398666382,./data/Subject_08/Session_03/Exp_data/2020_Aug_07_1316/rec_cali_de_post_trial_000.wav,,,,08,03,English,A2,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Aug_07_1316,nibs_stage_1,3.2.3,60.03415143139727,
,,,,,,,,,,,,1,0,1,0,,87.58277201652527,None,87.56481969356537,89.56605792045593,Kannst du bitte die Wäsche in die Sonne hängen?,88.96596693992615,106.56694793701172,90.36607420444489,91.3663330078125,103.16677224636078,None,104.56705904006958,106.56694793701172,./data/Subject_08/Session_03/Exp_data/2020_Aug_07_1316/rec_cali_de_post_trial_001.wav,,,,08,03,English,A2,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Aug_07_1316,nibs_stage_1,3.2.3,60.03415143139727,
,,,,,,,,,,,,2,0,2,0,,109.60021495819092,None,109.58297860622406,111.58373999595642,Durch ein Fernrohr kann man manchmal sogar die Venus sehen.,110.98361897468567,128.58452200889587,112.38377225399017,113.38375306129456,125.18433320522308,126.18449997901917,126.58447813987732,128.58452200889587,./data/Subject_08/Session_03/Exp_data/2020_Aug_07_1316/rec_cali_de_post_trial_002.wav,,,,08,03,English,A2,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Aug_07_1316,nibs_stage_1,3.2.3,60.03415143139727,
,,,,,,,,,,,,3,0,3,0,,131.6182301044464,None,131.60022175312042,133.60168600082397,Im Herbst fallen die Blätter von den Bäumen.,133.0017020702362,150.60291194915771,134.40188419818878,135.4018909931183,147.20255625247955,148.20249199867249,148.6024830341339,150.60291194915771,./data/Subject_08/Session_03/Exp_data/2020_Aug_07_1316/rec_cali_de_post_trial_003.wav,,,,08,03,English,A2,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Aug_07_1316,nibs_stage_1,3.2.3,60.03415143139727,
,,,,,,,,,,,,4,0,4,0,,153.63628911972046,None,153.61828672885895,155.61953496932983,Die Ärztin hat Andrea ein Rezept ausgestellt.,155.01941204071045,172.62045407295227,156.41955316066742,157.41961407661438,169.203751206398,170.20363593101501,170.60365390777588,172.60397291183472,./data/Subject_08/Session_03/Exp_data/2020_Aug_07_1316/rec_cali_de_post_trial_004.wav,,,,08,03,English,A2,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Aug_07_1316,nibs_stage_1,3.2.3,60.03415143139727,
,,,,,,,,,,,,5,0,5,0,,175.65375995635986,None,175.63609755039215,177.63703107833862,"Flo muss die Orange zuerst schälen, bevor er sie schneiden kann.",177.03699111938477,194.63853812217712,178.4370642900467,179.43744897842407,191.2380851507187,None,192.63825511932373,194.63853812217712,./data/Subject_08/Session_03/Exp_data/2020_Aug_07_1316/rec_cali_de_post_trial_005.wav,,,,08,03,English,A2,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Aug_07_1316,nibs_stage_1,3.2.3,60.03415143139727,
,,,,,,,,,,,,6,0,6,0,,197.6717231273651,None,197.6538656949997,199.65514302253723,Früher haben in Europa und Asien Neandertaler gelebt.,199.0550389289856,216.65610814094543,200.45519721508026,201.45526909828186,213.25587618350983,214.2565290927887,214.65594005584717,216.65610814094543,./data/Subject_08/Session_03/Exp_data/2020_Aug_07_1316/rec_cali_de_post_trial_006.wav,,,,08,03,English,A2,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Aug_07_1316,nibs_stage_1,3.2.3,60.03415143139727,
,,,,,,,,,,,,7,0,7,0,,219.6894190311432,None,219.6717747449875,221.6729040145874,Eine Woche hat sieben Tage.,221.07276105880737,238.6739161014557,222.47294318675995,223.47285890579224,235.27370822429657,236.27378511428833,236.67382097244263,238.6739161014557,./data/Subject_08/Session_03/Exp_data/2020_Aug_07_1316/rec_cali_de_post_trial_007.wav,,,,08,03,English,A2,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Aug_07_1316,nibs_stage_1,3.2.3,60.03415143139727,
,,,,,,,,,,,,8,0,8,0,,241.70726013183594,None,241.68970453739166,243.69081091880798,Das Gegenteil von schwarz ist weiß.,243.09076595306396,260.6915180683136,244.49080216884613,245.4916069507599,257.29131829738617,258.2913730144501,258.69131803512573,260.6915180683136,./data/Subject_08/Session_03/Exp_data/2020_Aug_07_1316/rec_cali_de_post_trial_008.wav,,,,08,03,English,A2,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Aug_07_1316,nibs_stage_1,3.2.3,60.03415143139727,
,,,,,,,,,,,,9,0,9,0,,263.72511100769043,None,263.70721757411957,265.70846009254456,Felix muss schon um sechs Uhr früh aufstehen.,265.1085240840912,282.70935702323914,266.50860822200775,267.5085599422455,279.30914318561554,None,280.70922803878784,282.70935702323914,./data/Subject_08/Session_03/Exp_data/2020_Aug_07_1316/rec_cali_de_post_trial_009.wav,,,,08,03,English,A2,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Aug_07_1316,nibs_stage_1,3.2.3,60.03415143139727,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285.7429230213165,None," This experiment is finished. 
Thanks for your participation.",,,,,,,,,,,,,,,,,,,,,,,,,,,
