run.thisRepN,run.thisTrialN,run.thisN,run.thisIndex,instruction_text.started,instruction_text.stopped,instruction_cont.started,instruction_cont.stopped,Cali_de_pre_intro_title.started,Cali_de_pre_intro_title.stopped,Cali_de_pre_intro_text.started,Cali_de_pre_intro_text.stopped,Cali_de_pre_intro_audio.started,Cali_de_pre_intro_audio.stopped,Cali_de_pre_intro_cont.started,Cali_de_pre_intro_cont.stopped,Cali_de_pre_rec_text.started,Cali_de_pre_rec_text.stopped,Cali_de_pre_rec_beep_hint.started,Cali_de_pre_rec_beep_hint.stopped,Cali_de_pre_rec_beep_start.started,Cali_de_pre_rec_beep_start.stopped,Cali_de_pre_rec_beep_end.started,Cali_de_pre_rec_beep_end.stopped,Cali_de_pre_rec_cont.started,Cali_de_pre_rec_cont.stopped,filename,participant,session,First language,German level,date,expName,psychopyVersion,frameRate,
,,,,6.557889938354492,None,11.54162883758545,None,15.308013916015625,35.31004595756531,15.308013916015625,35.31004595756531,15.307339739799499,35.31004595756531,38.2938289642334,None,38.81084394454956,None,38.810488772392276,None,48.777747702598575,None,57.778254818916324,58.79531788825989,58.79531788825989,None,./data/Subject_001/Session_001/Exp_data/rec_cali_de_pre.wav,001,001,,,2020_Jan_03_1755,nibs_stage_1,3.2.3,60.34162335111992,
