instruction_text.started,instruction_text.stopped,instruction_cont.started,instruction_cont.stopped,Cali_de_pre_intro_title.started,Cali_de_pre_intro_title.stopped,Cali_de_pre_intro_text.started,Cali_de_pre_intro_text.stopped,Cali_de_pre_intro_audio.started,Cali_de_pre_intro_audio.stopped,Cali_de_pre_intro_cont.started,Cali_de_pre_intro_cont.stopped,Cali_de_pre_rec_text.started,Cali_de_pre_rec_text.stopped,Cali_de_pre_rec_beep_hint.started,Cali_de_pre_rec_beep_hint.stopped,Cali_de_pre_rec_beep_start.started,Cali_de_pre_rec_beep_start.stopped,Cali_de_pre_rec_beep_end.started,Cali_de_pre_rec_beep_end.stopped,Cali_de_pre_rec_cont.started,Cali_de_pre_rec_cont.stopped,participant,session,First language,German level,date,expName,psychopyVersion,frameRate,
5.8488240242004395,None,10.832607984542847,None,11.882614135742188,34.900336027145386,11.882614135742188,34.900336027145386,11.866336846351624,None,34.86768913269043,None,35.71796894073486,55.735257148742676,35.71813395023346,None,45.70182993412018,46.70189714431763,54.702294850349425,None,55.70231795310974,None,,,,,,,,,
