run.thisRepN,run.thisTrialN,run.thisN,run.thisIndex,Cali_de_pre_rec_text.started,Cali_de_pre_rec_text.stopped,Cali_de_pre_rec_beep_hint.started,Cali_de_pre_rec_beep_hint.stopped,Cali_de_pre_rec_beep_start.started,Cali_de_pre_rec_beep_start.stopped,Cali_de_pre_rec_beep_end.started,Cali_de_pre_rec_beep_end.stopped,Cali_de_pre_rec_cont.started,Cali_de_pre_rec_cont.stopped,filename,participant,session,First language,German level,date,expName,psychopyVersion,frameRate,
,,,,5.562485933303833,25.580066919326782,5.562532901763916,None,15.53028392791748,21.763293981552124,24.53077793121338,25.546823024749756,25.546823024749756,None,./data/Subject_001/Session_001/Exp_data/rec_cali_de_pre.wav,001,001,,,2020_Jan_03_1402,nibs_stage_1,3.2.3,60.004177384327946,
