instruction["text"].started,instruction["text"].stopped,instruction["cont"].started,instruction["cont"].stopped,participant,session,First language,German level,date,expName,psychopyVersion,frameRate,
9.100076913833618,None,14.083635091781616,None,,,,,,,,,
