instruction["text"].started,instruction["text"].stopped,instruction["cont"].started,instruction["cont"].stopped,participant,session,First language,German level,date,expName,psychopyVersion,frameRate,
9.373767137527466,None,14.357579255104065,None,,,,,,,,,
