run.thisRepN,run.thisTrialN,run.thisN,run.thisIndex,Cali_de_pre_intro_title.started,Cali_de_pre_intro_title.stopped,Cali_de_pre_intro_text.started,Cali_de_pre_intro_text.stopped,Cali_de_pre_intro_audio.started,Cali_de_pre_intro_audio.stopped,Cali_de_pre_intro_cont.started,Cali_de_pre_intro_cont.stopped,Cali_de_pre_rec_text.started,Cali_de_pre_rec_text.stopped,Cali_de_pre_rec_beep_hint.started,Cali_de_pre_rec_beep_hint.stopped,Cali_de_pre_rec_beep_start.started,Cali_de_pre_rec_beep_start.stopped,Cali_de_pre_rec_beep_end.started,Cali_de_pre_rec_beep_end.stopped,Cali_de_pre_rec_cont.started,Cali_de_pre_rec_cont.stopped,filename,participant,session,First language,German level,date,expName,psychopyVersion,frameRate,
,,,,5.652687072753906,28.670483112335205,5.652687072753906,28.670483112335205,5.651984238624573,None,28.637127161026,None,31.287554025650024,51.35618805885315,31.28707935810089,None,41.27218654155731,47.07291102409363,50.27231147289276,51.305886030197144,51.305886030197144,None,./data/Subject_001/Session_001/Exp_data/rec_cali_de_pre.wav,001,001,,,2020_Jan_03_1353,nibs_stage_1,3.2.3,59.91794379492806,
