instruction['text'].started,instruction['text'].stopped,instruction['cont'].started,instruction['cont'].stopped,participant,session,First language,German level,date,expName,psychopyVersion,frameRate,
6.509660005569458,None,11.493260860443115,None,,,,,,,,,
