run.thisRepN,run.thisTrialN,run.thisN,run.thisIndex,QA_block.thisRepN,QA_block.thisTrialN,QA_block.thisN,QA_block.thisIndex,QA_trial.thisRepN,QA_trial.thisTrialN,QA_trial.thisN,QA_trial.thisIndex,post_trial.thisRepN,post_trial.thisTrialN,post_trial.thisN,post_trial.thisIndex,fade_in_text.text,fade_in_text.started,fade_in_text.stopped,RS_intro_title.started,RS_intro_title.stopped,RS_intro_text.text,RS_intro_text.started,RS_intro_text.stopped,RS_intro_audio.started,RS_intro_audio.stopped,RS_rec_text.text,RS_rec_text.started,RS_rec_text.stopped,Pause_cont.started,Pause_cont.stopped,QA_intro_title.started,QA_intro_title.stopped,QA_intro_text.text,QA_intro_text.started,QA_intro_text.stopped,QA_intro_audio.started,QA_intro_audio.stopped,QA_intro_cont.started,QA_intro_cont.stopped,QA_rec_text.text,QA_rec_text.started,QA_rec_text.stopped,QA_rec_beep_hint.started,QA_rec_beep_hint.stopped,QA_rec_question.sen_text,QA_rec_question.cen_text,QA_rec_question.started,QA_rec_question.stopped,QA_rec_beep_start.started,QA_rec_beep_start.stopped,QA_rec_beep_end.started,QA_rec_beep_end.stopped,QA_rec_break.started,QA_rec_break.stopped,filename,fade_out_text.text,fade_out_text.started,fade_out_text.stopped,Cali_de_post_intro_title.started,Cali_de_post_intro_title.stopped,Cali_de_post_intro_text.text,Cali_de_post_intro_text.started,Cali_de_post_intro_text.stopped,Cali_de_post_intro_audio.started,Cali_de_post_intro_audio.stopped,Cali_de_post_intro_cont.started,Cali_de_post_intro_cont.stopped,Cali_de_post_rec_text.text,Cali_de_post_rec_text.started,Cali_de_post_rec_text.stopped,Cali_de_post_rec_beep_hint.started,Cali_de_post_rec_beep_hint.stopped,Cali_de_post_rec_question_text.text,Cali_de_post_rec_question_text.started,Cali_de_post_rec_question_text.stopped,Cali_de_post_rec_beep_start.started,Cali_de_post_rec_beep_start.stopped,Cali_de_post_rec_beep_end.started,Cali_de_post_rec_beep_end.stopped,Cali_de_post_rec_break.started,Cali_de_post_rec_break.stopped,participant,session,First language,German level,Full_screen,Instruction,Intro,Artifact,Cali_pre,Fade_in_out,Artifact_within,Resting_State,QA,Pause,Cali_post,End,Breakpoint_Cali_pre_trial,Breakpoint_Run,Breakpoint_RS_block,Breakpoint_QA_block,Breakpoint_QA_trial,Breakpoint_Cali_post_trial,date,expName,psychopyVersion,frameRate,
3,0,3,0,1,0,1,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1139.2578208446503,None,1139.2222078084947,1141.2568910121918,"Es ist Zeit, diesen Ort zu verlassen.",verlassen,1140.6069567441941,1142.990280866623,1143.4069748163224,None,1155.8079138040544,1156.824373960495,1157.2243978977203,None,./data/Subject_02/Session_00/Exp_data/2020_Jul_02_1209/rec_QA_run_03_block_001_trial_004.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,02,00,English,A2,True,False,True,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Jul_02_1209,nibs_stage_1,3.2.3,59.791443629194475,
3,0,3,0,1,0,1,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1159.2920858860016,None,1159.2731965303421,1161.2912888526917,Das Kind kann die Tischkante noch nicht erreichen.,erreichen,1160.674537920952,None,1163.708025956154,None,1175.875364804268,None,None,None,./data/Subject_02/Session_00/Exp_data/2020_Jul_02_1209/rec_QA_run_03_block_001_trial_005.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,02,00,English,A2,True,False,True,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Jul_02_1209,nibs_stage_1,3.2.3,59.791443629194475,
3,0,3,0,1,0,1,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1179.2763810157776,None,1179.2409348726273,1181.2756369113922,Bist du schon mal auf einem Pony geritten? ,geritten,1180.625854754448,None,1183.3257398843766,None,1195.8263957738877,None,None,None,./data/Subject_02/Session_00/Exp_data/2020_Jul_02_1209/rec_QA_run_03_block_001_trial_006.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,02,00,English,A2,True,False,True,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Jul_02_1209,nibs_stage_1,3.2.3,59.791443629194475,
3,0,3,0,1,0,1,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1199.260717868805,None,1199.2252876996995,1201.2602920532227,An der nächsten Kreuzung müssen Sie rechts abbiegen.,abbiegen,1200.6099977731706,None,1203.8438277482987,1204.8604800701141,1215.811078810692,1216.8278398513794,1217.227863073349,None,./data/Subject_02/Session_00/Exp_data/2020_Jul_02_1209/rec_QA_run_03_block_001_trial_007.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,02,00,English,A2,True,False,True,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Jul_02_1209,nibs_stage_1,3.2.3,59.791443629194475,
3,0,3,0,1,0,1,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1219.2777390480042,None,1219.2433479070664,1221.2777738571167,"Sie hat Schlafmittel genommen, damit sie gut schlafen kann.",schlafen,1220.627965950966,None,1224.6279278039933,None,1235.8287818670274,None,None,None,./data/Subject_02/Session_00/Exp_data/2020_Jul_02_1209/rec_QA_run_03_block_001_trial_008.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,02,00,English,A2,True,False,True,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Jul_02_1209,nibs_stage_1,3.2.3,59.791443629194475,
3,0,3,0,1,0,1,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1239.2794518470764,None,1239.260951590538,1241.279091835022,"Wissen Sie, wer als erster Bergsteiger den Mount Everest bestiegen hat?",bestiegen,1240.6622939348222,1245.046128988266,1245.4290969610215,None,1255.862893843651,None,None,None,./data/Subject_02/Session_00/Exp_data/2020_Jul_02_1209/rec_QA_run_03_block_001_trial_009.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,02,00,English,A2,True,False,True,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Jul_02_1209,nibs_stage_1,3.2.3,59.791443629194475,
3,0,3,0,1,0,1,0,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1259.2799818515778,None,1259.261760544777,1261.279953956604,Die Wassermelone schmeckt sehr süß.,schmeckt,1260.6632488012315,None,1263.463381791115,None,1275.8472967386247,None,None,None,./data/Subject_02/Session_00/Exp_data/2020_Jul_02_1209/rec_QA_run_03_block_001_trial_010.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,02,00,English,A2,True,False,True,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Jul_02_1209,nibs_stage_1,3.2.3,59.791443629194475,
3,0,3,0,1,0,1,0,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1279.2813799381256,None,1279.2461726903916,1281.2811739444733,"Der Aufzug ist repariert, jetzt funktioniert er wieder.",repariert,1280.6309468984605,1284.0810539722443,1284.4977269411088,1285.5147309303284,1295.83170773983,None,None,None,./data/Subject_02/Session_00/Exp_data/2020_Jul_02_1209/rec_QA_run_03_block_001_trial_011.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,02,00,English,A2,True,False,True,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Jul_02_1209,nibs_stage_1,3.2.3,59.791443629194475,
3,0,3,0,1,0,1,0,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1299.2827908992767,None,1299.2639857053757,1301.2822279930115,Sie haben Beeren gesammelt und wilde Tiere gejagt.,gejagt,1300.6652608156205,None,1304.3321118593217,None,1315.866153740883,None,None,None,./data/Subject_02/Session_00/Exp_data/2020_Jul_02_1209/rec_QA_run_03_block_001_trial_012.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,02,00,English,A2,True,False,True,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Jul_02_1209,nibs_stage_1,3.2.3,59.791443629194475,
3,0,3,0,1,0,1,0,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1319.3163409233093,None,1319.2814904212953,1321.3162808418274,"Wenn man seine Zähne putzt, muss er die Zahnpasta auf Zahnbürste pressen.",putzt,1320.666541838646,1324.9831969738007,1325.3664667844773,1326.3832850456238,1335.8671288728715,None,None,None,./data/Subject_02/Session_00/Exp_data/2020_Jul_02_1209/rec_QA_run_03_block_001_trial_013.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,02,00,English,A2,True,False,True,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Jul_02_1209,nibs_stage_1,3.2.3,59.791443629194475,
3,0,3,0,1,0,1,0,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1339.2673480510712,None,1339.2327468633653,1341.267405986786,Ich muss mein Versprechen halten.,halten,1340.617476963997,1342.5674149990082,1342.9840977430345,None,1355.8180718660356,None,1357.2350289821625,None,./data/Subject_02/Session_00/Exp_data/2020_Jul_02_1209/rec_QA_run_03_block_001_trial_014.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,02,00,English,A2,True,False,True,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Jul_02_1209,nibs_stage_1,3.2.3,59.791443629194475,
3,0,3,0,1,0,1,0,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1359.2856450080872,None,1359.25051381588,1361.285129070282,"Ich drückte den Knopf, um den Computer einzuschalten.",drückte,1360.6350908517838,1363.985501050949,1364.4022269487382,None,1375.835893893242,None,None,None,./data/Subject_02/Session_00/Exp_data/2020_Jul_02_1209/rec_QA_run_03_block_001_trial_015.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,02,00,English,A2,True,False,True,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Jul_02_1209,nibs_stage_1,3.2.3,59.791443629194475,
3,0,3,0,1,0,1,0,16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1379.3032970428467,None,1379.2681015253067,1381.3027429580688,Abends essen wir meistens kalt.,essen,1380.6527989149095,1382.6697490215302,1383.086246752739,None,1395.8536007642747,1396.870344877243,None,None,./data/Subject_02/Session_00/Exp_data/2020_Jul_02_1209/rec_QA_run_03_block_001_trial_016.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,02,00,English,A2,True,False,True,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Jul_02_1209,nibs_stage_1,3.2.3,59.791443629194475,
3,0,3,0,1,0,1,0,17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1399.287782907486,None,1399.252439761162,1401.287230014801,Willi möchte gerne an der Universität Informatik studieren.,studieren,1400.6372168302537,None,1404.904130959511,None,1415.8382869005204,None,None,None,./data/Subject_02/Session_00/Exp_data/2020_Jul_02_1209/rec_QA_run_03_block_001_trial_017.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,02,00,English,A2,True,False,True,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Jul_02_1209,nibs_stage_1,3.2.3,59.791443629194475,
3,0,3,0,1,0,1,0,18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1419.2727680206299,None,1419.2368018865586,1421.2716219425201,"Wir haben die Preise gesenkt, um neue Kunden zu gewinnen.",gewinnen,1420.6216597795487,None,1424.521791958809,1425.5385138988495,1435.822360777855,None,None,None,./data/Subject_02/Session_00/Exp_data/2020_Jul_02_1209/rec_QA_run_03_block_001_trial_018.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,02,00,English,A2,True,False,True,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Jul_02_1209,nibs_stage_1,3.2.3,59.791443629194475,
3,0,3,0,1,0,1,0,19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1439.273833990097,None,1439.2379127025606,1441.272665977478,Sie holte ihre Einkäufe aus dem Korb.,holte,1440.6559658288957,1443.1727709770203,1443.5561118364335,1444.5728449821472,1455.8569357633592,None,None,None,./data/Subject_02/Session_00/Exp_data/2020_Jul_02_1209/rec_QA_run_03_block_001_trial_019.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,02,00,English,A2,True,False,True,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Jul_02_1209,nibs_stage_1,3.2.3,59.791443629194475,
3,0,3,0,1,0,1,0,20,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1459.2749888896942,None,1459.2391555786135,1461.273726940155,"Er bekam eine neue Mutter, als sein Vater wieder heiratete.",heiratete,1460.657012963295,None,1464.8905749559403,None,1475.8578219652177,None,None,None,./data/Subject_02/Session_00/Exp_data/2020_Jul_02_1209/rec_QA_run_03_block_001_trial_020.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,02,00,English,A2,True,False,True,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Jul_02_1209,nibs_stage_1,3.2.3,59.791443629194475,
3,0,3,0,1,0,1,0,21,0,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1479.2416939735413,None,1479.2233617544175,1481.2414429187775,Der Schmied klopft immer wieder mit dem Hammer auf das heiße Eisen.,klopft,1480.624734902382,1484.2415900230408,1484.6249449491502,None,1495.8255458116532,None,None,None,./data/Subject_02/Session_00/Exp_data/2020_Jul_02_1209/rec_QA_run_03_block_001_trial_021.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,02,00,English,A2,True,False,True,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Jul_02_1209,nibs_stage_1,3.2.3,59.791443629194475,
3,0,3,0,1,0,1,0,22,0,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1499.2596259117126,None,1499.224800848961,1501.259171962738,Ich gratuliere dir zum Abschluss mit höchster Auszeichnung. ,gratuliere,1500.6424417734147,None,1504.5429408788682,None,1515.8432598352433,None,None,None,./data/Subject_02/Session_00/Exp_data/2020_Jul_02_1209/rec_QA_run_03_block_001_trial_022.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,02,00,English,A2,True,False,True,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Jul_02_1209,nibs_stage_1,3.2.3,59.791443629194475,
3,0,3,0,1,0,1,0,23,0,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1519.277426958084,None,1519.2422948122025,1521.2769298553467,Der Hotelier buchte zwei Übernachtungen für uns,buchte,1520.6271488904954,None,1524.327092909813,1525.3437778949738,1535.8276617765428,None,None,None,./data/Subject_02/Session_00/Exp_data/2020_Jul_02_1209/rec_QA_run_03_block_001_trial_023.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,02,00,English,A2,True,False,True,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Jul_02_1209,nibs_stage_1,3.2.3,59.791443629194475,
3,0,3,0,1,0,1,0,24,0,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1539.2951879501343,None,1539.25986058712,1541.2946119308472,Die Atmosphäre der Erde besteht aus Luft.,besteht,1540.6448278665544,1543.428318977356,1543.811476969719,1544.8281240463257,1555.8454299211503,None,None,None,./data/Subject_02/Session_00/Exp_data/2020_Jul_02_1209/rec_QA_run_03_block_001_trial_024.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,02,00,English,A2,True,False,True,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Jul_02_1209,nibs_stage_1,3.2.3,59.791443629194475,
3,0,3,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,1560.2790389060974,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,00,English,A2,True,False,True,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Jul_02_1209,nibs_stage_1,3.2.3,59.791443629194475,
3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Please remain seated until further instruction via the earphone.,67.78428888320923,None,,,,,,,,,,,,,,,,,,,,,,,,02,00,English,A2,True,False,True,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Jul_02_1209,nibs_stage_1,3.2.3,59.791443629194475,
,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,./data/Subject_02/Session_00/Exp_data/2020_Jul_02_1209/rec_cali_de_post_trial_000.wav,,,,1575.363095998764,1605.3979909420013,"  - Task: Read out the displayed German sentence   
  - Melodious beep sound: Trial start              
  - Beep sound with increasing pitch: Rec. start   
  - Beep sound with decreasing pitch: Rec. finish  
",1575.363095998764,1605.3979909420013,1575.343823504448,None,1605.7480080127716,None,,1606.8147070407867,None,1606.7807357788088,1608.8148589134216,"In Europa gibt es vier Jahrezeiten, am Zentralafrika nur eine.",1608.214835882187,None,1609.5981958150865,1610.6152038574219,1622.39877679348,1623.4158430099487,1623.8158819675446,None,02,00,English,A2,True,False,True,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Jul_02_1209,nibs_stage_1,3.2.3,59.791443629194475,
,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,./data/Subject_02/Session_00/Exp_data/2020_Jul_02_1209/rec_cali_de_post_trial_001.wav,,,,,,,,,,,,,,1627.832684993744,None,1627.798006796837,1629.8328619003296,Im Weltraum hört man keinen Ton.,1629.2324919700623,None,1630.6158848047257,None,1643.3998899698258,1644.4167540073395,1644.8167848587036,None,02,00,English,A2,True,False,True,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Jul_02_1209,nibs_stage_1,3.2.3,59.791443629194475,
,,,,,,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,./data/Subject_02/Session_00/Exp_data/2020_Jul_02_1209/rec_cali_de_post_trial_002.wav,,,,,,,,,,,,,,1647.8674850463867,None,1647.8325097799302,1649.8669078350067,Dieses Brot ist maschinell hergestellt worden.,1649.2673299312592,None,1650.650455737114,1651.6670899391174,1663.4513547658921,None,1664.867784023285,None,02,00,English,A2,True,False,True,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Jul_02_1209,nibs_stage_1,3.2.3,59.791443629194475,
,,,,,,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,./data/Subject_02/Session_00/Exp_data/2020_Jul_02_1209/rec_cali_de_post_trial_003.wav,,,,,,,,,,,,,,1667.8852169513702,None,1667.849945807457,1669.8849630355835,Ein Regenbogen besteht aus vielen Farben.,1669.2847669124603,None,1670.668072962761,1671.6847870349884,1683.4687807798387,None,1684.8854839801788,None,02,00,English,A2,True,False,True,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Jul_02_1209,nibs_stage_1,3.2.3,59.791443629194475,
,,,,,,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,./data/Subject_02/Session_00/Exp_data/2020_Jul_02_1209/rec_cali_de_post_trial_004.wav,,,,,,,,,,,,,,1687.9029309749603,None,1687.8677027463914,1689.9024238586426,Das Gegenteil von schwarz ist weiß.,1689.3023829460144,None,1690.6860528230668,None,1703.486469769478,None,1704.9032480716705,None,02,00,English,A2,True,False,True,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Jul_02_1209,nibs_stage_1,3.2.3,59.791443629194475,
,,,,,,,,,,,,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,./data/Subject_02/Session_00/Exp_data/2020_Jul_02_1209/rec_cali_de_post_trial_005.wav,,,,,,,,,,,,,,1707.9200670719147,None,1707.8854477643968,1709.9201509952545,Einige NGOs schützen die Rechte der Menschen.,1709.3201179504395,None,1710.703545832634,None,1723.5046978235246,None,1724.9209690093994,None,02,00,English,A2,True,False,True,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Jul_02_1209,nibs_stage_1,3.2.3,59.791443629194475,
,,,,,,,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,./data/Subject_02/Session_00/Exp_data/2020_Jul_02_1209/rec_cali_de_post_trial_006.wav,,,,,,,,,,,,,,1727.9378468990326,None,1727.9031658411027,1729.937870979309,In der Küche steht noch das schumutzige Geschirr vom Frühstück.,1729.3378388881683,None,1730.7212269544602,None,1743.5052559614182,None,1744.9219958782196,None,02,00,English,A2,True,False,True,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Jul_02_1209,nibs_stage_1,3.2.3,59.791443629194475,
,,,,,,,,,,,,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,./data/Subject_02/Session_00/Exp_data/2020_Jul_02_1209/rec_cali_de_post_trial_007.wav,,,,,,,,,,,,,,1747.9395580291748,None,1747.9042237043382,1749.9389560222626,Im Herbst fallen die Blätter von den Bäumen.,1749.3389089107513,None,1750.7222669363023,1751.739026069641,1763.5229869127274,1764.5396859645844,1764.939707994461,None,02,00,English,A2,True,False,True,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Jul_02_1209,nibs_stage_1,3.2.3,59.791443629194475,
