artifact_trial.thisRepN,artifact_trial.thisTrialN,artifact_trial.thisN,artifact_trial.thisIndex,pre_trial.thisRepN,pre_trial.thisTrialN,pre_trial.thisN,pre_trial.thisIndex,run.thisRepN,run.thisTrialN,run.thisN,run.thisIndex,QA_block.thisRepN,QA_block.thisTrialN,QA_block.thisN,QA_block.thisIndex,QA_trial.thisRepN,QA_trial.thisTrialN,QA_trial.thisN,QA_trial.thisIndex,instruction_text.text,instruction_text.started,instruction_text.stopped,instruction_cont.started,instruction_cont.stopped,Artifact_intro_title.started,Artifact_intro_title.stopped,Artifact_intro_text.text,Artifact_intro_text.started,Artifact_intro_text.stopped,Artifact_intro_audio.started,Artifact_intro_audio.stopped,Artifact_intro_cont.started,Artifact_intro_cont.stopped,Artifact_rec_text.text,Artifact_rec_text.started,Artifact_rec_text.stopped,Artifact_rec_beep_hint.started,Artifact_rec_beep_hint.stopped,Artifact_rec_action.started,Artifact_rec_action.stopped,Artifact_rec_beep_start.started,Artifact_rec_beep_start.stopped,Artifact_rec_recording.started,Artifact_rec_recording.stopped,Artifact_rec_beep_end.started,Artifact_rec_beep_end.stopped,Artifact_rec_break.started,Artifact_rec_break.stopped,Cali_de_pre_intro_title.started,Cali_de_pre_intro_title.stopped,Cali_de_pre_intro_text.text,Cali_de_pre_intro_text.started,Cali_de_pre_intro_text.stopped,Cali_de_pre_intro_audio.started,Cali_de_pre_intro_audio.stopped,Cali_de_pre_intro_cont.started,Cali_de_pre_intro_cont.stopped,Cali_de_pre_rec_text.text,Cali_de_pre_rec_text.started,Cali_de_pre_rec_text.stopped,Cali_de_pre_rec_beep_hint.started,Cali_de_pre_rec_beep_hint.stopped,Cali_de_pre_rec_question_text.text,Cali_de_pre_rec_question_text.started,Cali_de_pre_rec_question_text.stopped,Cali_de_pre_rec_beep_start.started,Cali_de_pre_rec_beep_start.stopped,Cali_de_pre_rec_beep_end.started,Cali_de_pre_rec_beep_end.stopped,Cali_de_pre_rec_break.started,Cali_de_pre_rec_break.stopped,filename,Pause_cont.started,Pause_cont.stopped,fade_in_text.text,fade_in_text.started,fade_in_text.stopped,RS_intro_title.started,RS_intro_title.stopped,RS_intro_text.text,RS_intro_text.started,RS_intro_text.stopped,RS_intro_audio.started,RS_intro_audio.stopped,RS_rec_text.text,RS_rec_text.started,RS_rec_text.stopped,QA_intro_title.started,QA_intro_title.stopped,QA_intro_text.text,QA_intro_text.started,QA_intro_text.stopped,QA_intro_audio.started,QA_intro_audio.stopped,QA_intro_cont.started,QA_intro_cont.stopped,QA_rec_text.text,QA_rec_text.started,QA_rec_text.stopped,QA_rec_beep_hint.started,QA_rec_beep_hint.stopped,QA_rec_question.sen_text,QA_rec_question.cen_text,QA_rec_question.started,QA_rec_question.stopped,QA_rec_beep_start.started,QA_rec_beep_start.stopped,QA_rec_beep_end.started,QA_rec_beep_end.stopped,QA_rec_break.started,QA_rec_break.stopped,participant,session,First language,German level,Full_screen,Instruction,Intro,Artifact,Cali_pre,Fade_in_out,Artifact_within,Resting_State,QA,Pause,Cali_post,End,Breakpoint_Cali_pre_trial,Breakpoint_Run,Breakpoint_RS_block,Breakpoint_QA_block,Breakpoint_QA_trial,Breakpoint_Cali_post_trial,date,expName,psychopyVersion,frameRate,
,,,,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,554.2463510036469,None,554.2091202497483,556.2462129592896,Sibylle hat braune Augen und blondes Haar.,555.6461908817291,None,557.0295641183853,558.0467698574066,569.8302953004837,570.846971988678,571.246988773346,None,./data/Subject_02/Session_00/Exp_data/2020_Jul_02_1020/rec_cali_de_pre_trial_007.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,00,English,A2,True,True,True,True,True,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_02_1020,nibs_stage_1,3.2.3,59.99121794514219,
,,,,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,575.264007806778,None,575.2269434690476,577.2639679908752,Im Sommer sind die Tage länger als im Winter.,576.664078950882,None,578.0474192857743,None,590.8479692697525,591.864718914032,592.2648289203644,None,./data/Subject_02/Session_00/Exp_data/2020_Jul_02_1020/rec_cali_de_pre_trial_008.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,00,English,A2,True,True,True,True,True,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_02_1020,nibs_stage_1,3.2.3,59.99121794514219,
,,,,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,596.2816407680511,None,596.2446462869644,598.2819669246674,Ich bürste dir die Haare.,597.681715965271,None,599.065046286583,None,611.8657381296158,None,613.2824938297272,None,./data/Subject_02/Session_00/Exp_data/2020_Jul_02_1020/rec_cali_de_pre_trial_009.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,00,English,A2,True,True,True,True,True,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_02_1020,nibs_stage_1,3.2.3,59.99121794514219,
,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,./data/Subject_02/Session_00/Exp_data/2020_Jul_02_1020/rec_QA_run_00_block_000_trial_000.wav,1078.2899918556213,None,Please remain seated until further instruction via the earphone.,662.4184417724609,None,871.8800458908081,None," - Task: Keep seated and relaxed with either      
             opening or closing eyes                  
 - Beep sound with decreasing pitch: Block finish 
",871.8800458908081,None,871.8589450597764,None,"Please keep relaxed and open your eyes.
Note: Blinking is allowed.",894.9475679397583,1074.989778995514,1093.5751609802246,None," - Task: Listen to the question& Speak out answer 
 - Melodious beep sound: Trial start              
 - Silent sound (blank): censored word            
 - Beep sound with increasing pitch: Rec. start   
 - Beep sound with decreasing pitch: Rec. finish  
",1093.5751609802246,None,1093.5355405569076,None,1132.9598319530487,None,Listen to the question and speak out your answer!,1136.4610648155212,None,1136.4378101110458,1138.4601209163666,Er hat die Verbindung zwischen zwei Zufälligkeiten hergestellt.,hergestellt,1137.8100480794906,1141.4936499595642,1141.910313105583,None,1153.0108461141585,None,None,None,02,00,English,A2,True,True,True,True,True,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_02_1020,nibs_stage_1,3.2.3,59.99121794514219,
,,,,,,,,0,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,./data/Subject_02/Session_00/Exp_data/2020_Jul_02_1020/rec_QA_run_00_block_000_trial_001.wav,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1155.4952528476715,None,1155.457404565811,1157.4945538043976,Hans und Tina heirateten am Donnerstag in der Kirche.,heirateten,1156.877840256691,None,1160.9447362184524,None,1172.062016224861,None,None,None,02,00,English,A2,True,True,True,True,True,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_02_1020,nibs_stage_1,3.2.3,59.99121794514219,
,,,,,,,,0,0,0,0,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,./data/Subject_02/Session_00/Exp_data/2020_Jul_02_1020/rec_QA_run_00_block_000_trial_002.wav,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1175.479830980301,None,1175.4587990522384,1177.479113817215,Sie gehen diese Straße geradeaus und biegen an der ersten Kreuzung rechts ab.,biegen,1176.8623831033706,None,1181.8961941957473,1182.9126839637756,1192.0632102251052,None,None,None,02,00,English,A2,True,True,True,True,True,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_02_1020,nibs_stage_1,3.2.3,59.99121794514219,
,,,,,,,,0,0,0,0,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,./data/Subject_02/Session_00/Exp_data/2020_Jul_02_1020/rec_QA_run_00_block_000_trial_003.wav,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1195.4973719120026,None,1195.4597119569778,1197.4968528747559,Diese Speise schmeckt sauer.,schmeckt,1196.8801152467727,1198.896978855133,1199.2470111608504,1200.2636919021606,1212.0809840917586,None,None,None,02,00,English,A2,True,True,True,True,True,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_02_1020,nibs_stage_1,3.2.3,59.99121794514219,
,,,,,,,,0,0,0,0,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,./data/Subject_02/Session_00/Exp_data/2020_Jul_02_1020/rec_QA_run_00_block_000_trial_004.wav,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1215.464600801468,None,1215.4441959142684,1217.4646599292755,"Kunden sollten Produkte sorgfältig prüfen, bevor sie sie kaufen.",prüfen,1216.8480322122573,1220.8982388973236,1221.2815100908279,None,1232.0487673044204,None,None,None,02,00,English,A2,True,True,True,True,True,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_02_1020,nibs_stage_1,3.2.3,59.99121794514219,
,,,,,,,,0,0,0,0,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,./data/Subject_02/Session_00/Exp_data/2020_Jul_02_1020/rec_QA_run_00_block_000_trial_005.wav,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1235.4491147994995,None,1235.4121403455733,1237.449126958847,Karneval wird jedes Jahr im Februar oder im März gefeiert.,gefeiert,1236.7992872953414,None,1241.0326442480086,None,1252.0003001451491,None,1253.4167029857635,None,02,00,English,A2,True,True,True,True,True,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_02_1020,nibs_stage_1,3.2.3,59.99121794514219,
,,,,,,,,0,0,0,0,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,./data/Subject_02/Session_00/Exp_data/2020_Jul_02_1020/rec_QA_run_00_block_000_trial_006.wav,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1255.4842228889465,None,1255.4464537620543,1257.4836058616638,Mir ist etwas Unangenehmes passiert.,passiert,1256.8668732404708,None,1259.633777117729,1260.6504378318787,1272.0677711725234,None,None,None,02,00,English,A2,True,True,True,True,True,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_02_1020,nibs_stage_1,3.2.3,59.99121794514219,
,,,,,,,,0,0,0,0,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,./data/Subject_02/Session_00/Exp_data/2020_Jul_02_1020/rec_QA_run_00_block_000_trial_007.wav,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1275.4680469036102,None,1275.4315492868423,1277.4680769443512,Der Mond scheint hell.,scheint,1276.8182410955428,1278.2014269828796,1278.618323302269,None,1292.0191581010818,None,None,None,02,00,English,A2,True,True,True,True,True,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_02_1020,nibs_stage_1,3.2.3,59.99121794514219,
,,,,,,,,0,0,0,0,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,./data/Subject_02/Session_00/Exp_data/2020_Jul_02_1020/rec_QA_run_00_block_000_trial_008.wav,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1295.469809770584,None,1295.4487060785293,1297.4691557884216,Arbeitslos-sein bedeutet: man hat keinen Arbeits-Platz.,bedeutet,1296.8524732351302,1300.2693548202515,1300.6526760816573,None,1312.053718304634,None,None,None,02,00,English,A2,True,True,True,True,True,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_02_1020,nibs_stage_1,3.2.3,59.99121794514219,
,,,,,,,,0,0,0,0,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,./data/Subject_02/Session_00/Exp_data/2020_Jul_02_1020/rec_QA_run_00_block_000_trial_009.wav,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1315.4704909324646,None,1315.449798989296,1317.4702138900757,"Ich wusste die Antwort nicht, also musste ich raten.",raten,1316.8202740907668,None,1320.2873732805251,None,1332.0211641550063,None,None,None,02,00,English,A2,True,True,True,True,True,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_02_1020,nibs_stage_1,3.2.3,59.99121794514219,
,,,,,,,,0,0,0,0,0,0,0,0,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,./data/Subject_02/Session_00/Exp_data/2020_Jul_02_1020/rec_QA_run_00_block_000_trial_010.wav,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1335.471335887909,None,1335.4342476844786,1337.472004890442,Bei der Bewerbung müssen Sie Ihre Motivation begründen.,begründen,1336.8546912431716,None,1340.4882442712783,None,1352.0223321676253,None,None,None,02,00,English,A2,True,True,True,True,True,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_02_1020,nibs_stage_1,3.2.3,59.99121794514219,
,,,,,,,,0,0,0,0,0,0,0,0,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,./data/Subject_02/Session_00/Exp_data/2020_Jul_02_1020/rec_QA_run_00_block_000_trial_011.wav,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1355.4730818271637,None,1355.4356886863707,1357.472473859787,Normalerweise lese ich Zeitungen online.,lese,1356.822484230995,None,1360.1896102190017,None,1372.023576235771,1373.0400788784027,None,None,02,00,English,A2,True,True,True,True,True,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_02_1020,nibs_stage_1,3.2.3,59.99121794514219,
,,,,,,,,0,0,0,0,0,0,0,0,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,./data/Subject_02/Session_00/Exp_data/2020_Jul_02_1020/rec_QA_run_00_block_000_trial_012.wav,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1375.4575688838959,None,1375.419832444191,1377.456993818283,Das Fleisch wurde über dem offenen Feuer gegrillt.,gegrillt,1376.8070301771163,None,1380.207132077217,1381.223888874054,1392.0078902006148,1393.0245440006256,1393.4245898723602,None,02,00,English,A2,True,True,True,True,True,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_02_1020,nibs_stage_1,3.2.3,59.99121794514219,
,,,,,,,,0,0,0,0,0,0,0,0,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,./data/Subject_02/Session_00/Exp_data/2020_Jul_02_1020/rec_QA_run_00_block_000_trial_013.wav,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1395.4927599430084,None,1395.470977950096,1397.492283821106,Darf ich mit einem Scheck bezahlen?,bezahlen,1396.8749811410903,None,1399.1415161848067,1400.1585319042206,1412.075560069084,None,None,None,02,00,English,A2,True,True,True,True,True,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_02_1020,nibs_stage_1,3.2.3,59.99121794514219,
,,,,,,,,0,0,0,0,0,0,0,0,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,./data/Subject_02/Session_00/Exp_data/2020_Jul_02_1020/rec_QA_run_00_block_000_trial_014.wav,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1415.4769749641418,None,1415.4388093709945,1417.4758899211884,"Bevor man eine Orange essen kann, muss man sie erst schneiden oder schälen.",schälen,1416.8258361577987,1421.209457874298,1421.592814183235,1422.6094439029694,1432.026700234413,1433.0434679985046,None,None,02,00,English,A2,True,True,True,True,True,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_02_1020,nibs_stage_1,3.2.3,59.99121794514219,
,,,,,,,,0,0,0,0,0,0,0,0,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,./data/Subject_02/Session_00/Exp_data/2020_Jul_02_1020/rec_QA_run_00_block_000_trial_015.wav,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1435.4609909057617,None,1435.4234182596206,1437.4603328704834,Am Geburtstag hat mein Vater mir einen Geschenk geschenkt.,geschenkt,1436.8436062097549,None,1440.543817257881,1441.5605919361115,1452.0444900751113,1453.0612108707428,None,None,02,00,English,A2,True,True,True,True,True,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_02_1020,nibs_stage_1,3.2.3,59.99121794514219,
,,,,,,,,0,0,0,0,0,0,0,0,16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,./data/Subject_02/Session_00/Exp_data/2020_Jul_02_1020/rec_QA_run_00_block_000_trial_016.wav,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1455.4629797935486,None,1455.4412159204483,1457.4617447853088,Die zwei Männer bewerben sich um einen gleichen Arbeitsplatz.,bewerben,1456.844693160057,1460.5618908405304,1460.9449441194533,1461.9616878032684,1472.0455631971358,1473.062612771988,None,None,02,00,English,A2,True,True,True,True,True,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_02_1020,nibs_stage_1,3.2.3,59.99121794514219,
,,,,,,,,0,0,0,0,0,0,0,0,17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,./data/Subject_02/Session_00/Exp_data/2020_Jul_02_1020/rec_QA_run_00_block_000_trial_017.wav,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1475.463327884674,None,1475.4420840024948,1477.4625539779663,Ich kann mich noch gut an meinen ersten Schultag erinnern.,erinnern,1476.8123852968215,1479.896006822586,1480.3128971815108,1481.3296868801117,1492.0136410951613,None,None,None,02,00,English,A2,True,True,True,True,True,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_02_1020,nibs_stage_1,3.2.3,59.99121794514219,
,,,,,,,,0,0,0,0,0,0,0,0,18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,./data/Subject_02/Session_00/Exp_data/2020_Jul_02_1020/rec_QA_run_00_block_000_trial_018.wav,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1495.4651679992676,None,1495.4431518793106,1497.4640898704529,Können Sie mir einen guten Augenarzt empfehlen?,empfehlen,1496.8469171285628,1499.6637687683105,1500.0471062421798,None,1512.0477931261062,1513.0648019313812,None,None,02,00,English,A2,True,True,True,True,True,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_02_1020,nibs_stage_1,3.2.3,59.99121794514219,
,,,,,,,,0,0,0,0,0,0,0,0,19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,./data/Subject_02/Session_00/Exp_data/2020_Jul_02_1020/rec_QA_run_00_block_000_trial_019.wav,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1515.4485669136047,None,1515.4109942674636,1517.4479899406433,"Der Arzt hat gesagt, ich sähe völlig gesund aus.",gesagt,1516.7981991529464,None,1520.2984342336654,None,1532.0154990911483,1533.0322818756104,None,None,02,00,English,A2,True,True,True,True,True,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_02_1020,nibs_stage_1,3.2.3,59.99121794514219,
,,,,,,,,0,0,0,0,0,0,0,0,20,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,./data/Subject_02/Session_00/Exp_data/2020_Jul_02_1020/rec_QA_run_00_block_000_trial_020.wav,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1535.4661889076233,None,1535.445476937294,1537.4658639431,"Mein Opa war beim Ohren-Arzt, weil er so schlecht hört.",hört,1536.8491871118545,None,1540.616336083412,None,1552.0500690698623,None,None,None,02,00,English,A2,True,True,True,True,True,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_02_1020,nibs_stage_1,3.2.3,59.99121794514219,
,,,,,,,,0,0,0,0,0,0,0,0,21,0,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,./data/Subject_02/Session_00/Exp_data/2020_Jul_02_1020/rec_QA_run_00_block_000_trial_021.wav,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1555.4841058254242,None,1555.44650785923,1557.4837048053741,Die Medien und Reporter sollten die Wahrheit berichten.,berichten,1556.8335461378097,1559.9504039287567,1560.3337301969527,None,1572.0344021081924,1573.051335811615,None,None,02,00,English,A2,True,True,True,True,True,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_02_1020,nibs_stage_1,3.2.3,59.99121794514219,
,,,,,,,,0,0,0,0,0,0,0,0,22,0,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,./data/Subject_02/Session_00/Exp_data/2020_Jul_02_1020/rec_QA_run_00_block_000_trial_022.wav,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1575.4855020046234,None,1575.4642149686813,1577.4846999645233,Das Friedensabkommen hat den Krieg beendet.,beendet,1576.867995238304,None,1579.8015491724013,1580.8184549808502,1592.0689081907271,None,None,None,02,00,English,A2,True,True,True,True,True,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_02_1020,nibs_stage_1,3.2.3,59.99121794514219,
,,,,,,,,0,0,0,0,0,0,0,0,23,0,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,./data/Subject_02/Session_00/Exp_data/2020_Jul_02_1020/rec_QA_run_00_block_000_trial_023.wav,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1595.4690217971802,None,1595.4320344686507,1597.469085931778,In diesem Krankenhaus werden viele Patienten behandelt.,behandelt,1596.8192851305007,None,1600.7191962957381,None,1612.0199072122573,None,None,None,02,00,English,A2,True,True,True,True,True,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_02_1020,nibs_stage_1,3.2.3,59.99121794514219,
,,,,,,,,0,0,0,0,0,0,0,0,24,0,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,./data/Subject_02/Session_00/Exp_data/2020_Jul_02_1020/rec_QA_run_00_block_000_trial_024.wav,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1615.4540197849274,None,1615.4164454698562,1617.4535639286041,"Zur Not kann ich noch was kochen, aber ich würde lieber im Restaurant essen",kochen,1616.8035480737685,None,1621.2038342714309,1622.2204658985138,1632.0043132066726,1633.0210928916931,1633.4211139678955,None,02,00,English,A2,True,True,True,True,True,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_02_1020,nibs_stage_1,3.2.3,59.99121794514219,
,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1636.4713399410248,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,00,English,A2,True,True,True,True,True,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_02_1020,nibs_stage_1,3.2.3,59.99121794514219,
,,,,,,,,0,0,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,./data/Subject_02/Session_00/Exp_data/2020_Jul_02_1020/rec_QA_run_00_block_001_trial_000.wav,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1693.291883945465,None,1693.252254462242,1695.2910528182983,Der Vogel flog zurück zu seinem Nest.,flog,1694.6743881464004,None,1697.5078820943831,None,1709.8752450704574,None,None,None,02,00,English,A2,True,True,True,True,True,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_02_1020,nibs_stage_1,3.2.3,59.99121794514219,
,,,,,,,,0,0,0,0,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,./data/Subject_02/Session_00/Exp_data/2020_Jul_02_1020/rec_QA_run_00_block_001_trial_001.wav,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1713.3254539966583,None,1713.3053168535232,1715.3255228996277,Die Ärztin hat Andrea ein Rezept ausgestellt.,ausgestellt,1714.708800292015,1717.7589538097382,1718.14233109951,1719.159070968628,1729.909892296791,1730.9265439510345,None,None,02,00,English,A2,True,True,True,True,True,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_02_1020,nibs_stage_1,3.2.3,59.99121794514219,
,,,,,,,,0,0,0,0,1,0,1,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,./data/Subject_02/Session_00/Exp_data/2020_Jul_02_1020/rec_QA_run_00_block_001_trial_002.wav,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1733.3106439113617,None,1733.2728473901748,1735.310171842575,Die Bergarbeiter fuhren jeden Tag in die Grube.,fuhren,1734.659895157814,None,1738.26008913517,1739.2768108844757,1749.860707259178,1750.8774518966675,None,None,02,00,English,A2,True,True,True,True,True,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_02_1020,nibs_stage_1,3.2.3,59.99121794514219,
,,,,,,,,0,0,0,0,1,0,1,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,./data/Subject_02/Session_00/Exp_data/2020_Jul_02_1020/rec_QA_run_00_block_001_trial_003.wav,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1753.3125109672546,None,1753.2908100366592,1755.3110558986664,"Hans arbeitet in einer Schule, er ist der Direktor.",arbeitet,1754.6943201780318,1757.87810587883,1758.2614121198653,None,1769.8952142953872,None,None,None,02,00,English,A2,True,True,True,True,True,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_02_1020,nibs_stage_1,3.2.3,59.99121794514219,
