run.thisRepN,run.thisTrialN,run.thisN,run.thisIndex,QA_block.thisRepN,QA_block.thisTrialN,QA_block.thisN,QA_block.thisIndex,QA_trial.thisRepN,QA_trial.thisTrialN,QA_trial.thisN,QA_trial.thisIndex,post_trial.thisRepN,post_trial.thisTrialN,post_trial.thisN,post_trial.thisIndex,Cali_de_post_rec_text.text,Cali_de_post_rec_text.started,Cali_de_post_rec_text.stopped,Cali_de_post_rec_beep_hint.started,Cali_de_post_rec_beep_hint.stopped,Cali_de_post_rec_question_text.text,Cali_de_post_rec_question_text.started,Cali_de_post_rec_question_text.stopped,Cali_de_post_rec_beep_start.started,Cali_de_post_rec_beep_start.stopped,Cali_de_post_rec_beep_end.started,Cali_de_post_rec_beep_end.stopped,Cali_de_post_rec_break.started,Cali_de_post_rec_break.stopped,filename,the_end_text.started,the_end_text.stopped,the_end_text.text,participant,session,First language,German level,Full_screen,Instruction,Intro,Artifact,Cali_pre,Fade_in_out,Artifact_within,Resting_State,QA,Pause,Cali_post,End,Breakpoint_Cali_pre_trial,Breakpoint_Run,Breakpoint_RS_block,Breakpoint_QA_block,Breakpoint_QA_trial,Breakpoint_Cali_post_trial,date,expName,psychopyVersion,frameRate,
0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,02,03,English,A2,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Aug_02_1335,nibs_stage_1,3.2.3,59.99336316096623,
0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,02,03,English,A2,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Aug_02_1335,nibs_stage_1,3.2.3,59.99336316096623,
0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,03,English,A2,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Aug_02_1335,nibs_stage_1,3.2.3,59.99336316096623,
1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,02,03,English,A2,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Aug_02_1335,nibs_stage_1,3.2.3,59.99336316096623,
1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,02,03,English,A2,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Aug_02_1335,nibs_stage_1,3.2.3,59.99336316096623,
1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,03,English,A2,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Aug_02_1335,nibs_stage_1,3.2.3,59.99336316096623,
2,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,02,03,English,A2,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Aug_02_1335,nibs_stage_1,3.2.3,59.99336316096623,
2,0,2,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,02,03,English,A2,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Aug_02_1335,nibs_stage_1,3.2.3,59.99336316096623,
2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,03,English,A2,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Aug_02_1335,nibs_stage_1,3.2.3,59.99336316096623,
3,0,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,02,03,English,A2,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Aug_02_1335,nibs_stage_1,3.2.3,59.99336316096623,
3,0,3,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,02,03,English,A2,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Aug_02_1335,nibs_stage_1,3.2.3,59.99336316096623,
3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,03,English,A2,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Aug_02_1335,nibs_stage_1,3.2.3,59.99336316096623,
,,,,,,,,,,,,0,0,0,0,,64.70008897781372,None,64.69767806529998,66.70008087158203,"Ich glaube, es geht um ein rotes Auto.",66.08346390724182,83.68441200256348,67.48343784809113,None,80.28419597148896,None,81.68419790267944,83.68441200256348,./data/Subject_02/Session_03/Exp_data/2020_Aug_02_1335/rec_cali_de_post_trial_000.wav,,,,02,03,English,A2,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Aug_02_1335,nibs_stage_1,3.2.3,59.99336316096623,
,,,,,,,,,,,,1,0,1,0,,86.71797895431519,None,86.69945914745331,88.70133090019226,Eine Woche hat sieben Tage.,88.1014289855957,105.7023229598999,89.5013619184494,None,102.30214388370514,None,103.70209693908691,105.7023229598999,./data/Subject_02/Session_03/Exp_data/2020_Aug_02_1335/rec_cali_de_post_trial_001.wav,,,,02,03,English,A2,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Aug_02_1335,nibs_stage_1,3.2.3,59.99336316096623,
,,,,,,,,,,,,2,0,2,0,,108.73578786849976,None,108.71720106601715,110.71916198730469,Manche Politiker wollen den Frieden auf Erden sichern.,110.11905288696289,127.72011303901672,111.51918895244599,112.51936793327332,124.3198879480362,None,125.71996188163757,127.72011303901672,./data/Subject_02/Session_03/Exp_data/2020_Aug_02_1335/rec_cali_de_post_trial_002.wav,,,,02,03,English,A2,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Aug_02_1335,nibs_stage_1,3.2.3,59.99336316096623,
,,,,,,,,,,,,3,0,3,0,,130.7535319328308,None,130.7351241827011,132.73698687553406,Jede Münze hat zwei Seiten.,132.13694286346436,149.73785090446472,133.53703291416167,None,146.33760578632354,147.33774495124817,147.73775601387024,149.73785090446472,./data/Subject_02/Session_03/Exp_data/2020_Aug_02_1335/rec_cali_de_post_trial_003.wav,,,,02,03,English,A2,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Aug_02_1335,nibs_stage_1,3.2.3,59.99336316096623,
,,,,,,,,,,,,4,0,4,0,,152.77141499519348,None,152.7529190301895,154.75508403778076,Jetzt liest er seiner Mutter eine Geschichte vor.,154.15508008003235,171.75620794296265,155.55503780841826,None,168.3559499502182,None,169.73914790153503,171.73932194709778,./data/Subject_02/Session_03/Exp_data/2020_Aug_02_1335/rec_cali_de_post_trial_004.wav,,,,02,03,English,A2,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Aug_02_1335,nibs_stage_1,3.2.3,59.99336316096623,
