run.thisRepN,run.thisTrialN,run.thisN,run.thisIndex,fade_in_text.text,fade_in_text.started,fade_in_text.stopped,participant,session,First language,German level,Full_screen,Instruction,Intro,Artifact,Cali_pre,Fade_in_out,Artifact_within,Resting_State,QA,Pause,Cali_post,End,Breakpoint_Cali_pre_trial,Breakpoint_Run,Breakpoint_RS_block,Breakpoint_QA_block,Breakpoint_QA_trial,Breakpoint_Cali_post_trial,date,expName,psychopyVersion,frameRate,
,,,,Please remain seated until further instruction via the earphone.,66.05958104133606,None,,,,,,,,,,,,,,,,,,,,,,,,,,,
