run.thisRepN,run.thisTrialN,run.thisN,run.thisIndex,QA_block.thisRepN,QA_block.thisTrialN,QA_block.thisN,QA_block.thisIndex,QA_trial.thisRepN,QA_trial.thisTrialN,QA_trial.thisN,QA_trial.thisIndex,Pause_cont.started,Pause_cont.stopped,QA_rec_text.text,QA_rec_text.started,QA_rec_text.stopped,QA_rec_beep_hint.started,QA_rec_beep_hint.stopped,QA_rec_question.sen_text,QA_rec_question.cen_text,QA_rec_question.started,QA_rec_question.stopped,QA_rec_beep_start.started,QA_rec_beep_start.stopped,QA_rec_beep_end.started,QA_rec_beep_end.stopped,QA_rec_break.started,QA_rec_break.stopped,filename,participant,session,First language,German level,Full_screen,Instruction,Intro,Artifact,Cali_pre,Fade_in_out,Artifact_within,Resting_State,QA,Pause,Cali_post,End,Breakpoint_Cali_pre_trial,Breakpoint_Run,Breakpoint_RS_block,Breakpoint_QA_block,Breakpoint_QA_trial,Breakpoint_Cali_post_trial,date,expName,psychopyVersion,frameRate,
2,0,2,0,1,0,1,0,22,0,22,0,88.20219302177429,None,Listen to the question and speak out your answer!,103.21888589859009,None,103.19938707351685,105.20230293273926,Ich muss für meine wichtige Prüfung morgen lernen.,lernen,104.58559477329254,None,107.90248477458954,None,119.78637182712555,None,121.18648982048035,122.1865348815918,./data/Subject_06/Session_00/Exp_data/2020_Jul_10_1519/rec_QA_run_02_block_001_trial_022.wav,06,00,Dutch,A2,True,False,False,False,False,False,False,False,True,True,True,True,No,2,No,1,22,No,2020_Jul_10_1519,nibs_stage_1,3.2.3,60.0138791710844,
2,0,2,0,1,0,1,0,23,0,23,0,,,Listen to the question and speak out your answer!,124.23671698570251,None,124.21864211559296,126.22024202346802,"Wenn es wärmer wird, werde ich die Fenster öffnen.",öffnen,125.60337269306183,128.3867838382721,128.8034907579422,None,140.80419170856476,None,142.20426201820374,143.20433592796326,./data/Subject_06/Session_00/Exp_data/2020_Jul_10_1519/rec_QA_run_02_block_001_trial_023.wav,06,00,Dutch,A2,True,False,False,False,False,False,False,False,True,True,True,True,No,2,No,1,22,No,2020_Jul_10_1519,nibs_stage_1,3.2.3,60.0138791710844,
2,0,2,0,1,0,1,0,24,0,24,0,,,Listen to the question and speak out your answer!,145.2543909549713,None,145.2363189458847,147.23838686943054,Die Milch riecht verdorben.,riecht,146.62114083766937,148.23791193962097,148.6545866727829,None,161.821892619133,None,163.22201490402222,164.22209000587463,./data/Subject_06/Session_00/Exp_data/2020_Jul_10_1519/rec_QA_run_02_block_001_trial_024.wav,06,00,Dutch,A2,True,False,False,False,False,False,False,False,True,True,True,True,No,2,No,1,22,No,2020_Jul_10_1519,nibs_stage_1,3.2.3,60.0138791710844,
